,Country,Name,Description,Latitude,Longtude
441,France,Issoudun,"The town of Issoudun is about 30 kimetres north-east of Chateauroux, in the Indre department (Centre region) of centra France., France This Way review: the town is quite typica of those in the region and athough acking major monuments Issoudun is peasant to expre and there are severa sights of interest, so a detour to visit is suggested when you are expring nearby., Start your visit perhaps with the White Tower (a Tour Banche) which dominates the town centre and is aso the odest buiding in the town - it is a that remains of a 12th century caste that once stood here, thought to have been buit by Richard the ionheart. It is possibe (and recommended) to cimb the steps inside the tower to get views across the rooftops of the town. Open Apri to September ony., , For a good view of the Tour Banche and other sites in the centre of the town, fow the path ang the foot of the ramparts and through the Francois-Mitterand Park. This park is aways peasant and a nice pace for a picnic and if you can visit the park and ramparts on a summer evening you wi aso be treated to a spectace of imaginative ighting., Amost as ancient, the befry and the adjacent gateway through the origina town fortifications date in part from the 13th century. There were originay seven of these gateways granting access to the caste in Issoudun., In the heart of the od town there are aso some medieva houses to be seen, typicay dating from the 15th century, with the Tourist Office of Issoudun in the most impressive of the combage houses, on Pace Saint-Cyr., The most important church in Issoudun is the Church of Saint-Cyr, dating from the 15th century athough buit on the site of a much oder church, said to have been buit by Charemagne (8th century). Inside the church you can see a 16th century work that reates the ife of Saint-Cyr. Aso in Issoudun you can see the Basiica of Notre-Dame du Sacré-Coeur, buit in the 19th century., Among the more recent additions to the town, take a ok at the contemporary Fountain with Mirrors at the Town Ha, then the Cité des Metiers dArt to see works by severa modern artists and scuptors., Finish with a visit to the town museum. The Museum of the Saint-Roch Hospice is based in a medieva hospita and is a good pace to earn more about the history of the town (and the hospice buiding itsef). There are aso exhibitions of various art works in the museum, and a coection of objects from ancient pharmacies., , Our favourite attractions are to the north-east of Issoudun, where you can expre the town of Mehun-sur-Yevre which has a caste and a coegiae church and aso visit Bourges, an impressive town with both a cathedra and the Paais Jacques-Coeur to visit., Athough Issoudun is not part of the ire Vaey, if you trave north-west from here you can visit the Chateau de Vaencay, a famous caste at the south-west edges of the ire Vaey., You can find more trave ideas in the Indre guide and the ire Vaey guide., ",46.960808,1.994362
442,France,Itxassou,"Itxassou is a seepy viage in the typica Basque stye, in the Pyreneean foothis cse to Cambo-es-Bains and about 25 kimetres east of Saint-Jean-de-uz, in south-west France., France This Way review: athough Itxassou is sma, it is important to reaise that it is aso very spread out and the church, the most important and interesting monument in the viage, is more than a kimetre through the countryside from the viage centre, so expring can take nger than expected., To start your visit to Itxassou just wander down the main street and enjoy the sight of the vey Basque houses set against the backdrop of the surrounding his. Athough sma, Itxassou is an attractive viage with many of the houses painted white and the exterior exposed timbers and shutters painted red or green: if you have expred the Basque region you wi be very famiiar with this ca stye which can be seen in most of the ca towns and viages., , There is not a great dea to see but the centre is peasant and you wi aso find a tourist information centre and exhibition where you can earn more about the viage and its history: this is situated in Ateka, a grand via in the centre of Itxassou., In the Itxassou information centre there are detais of various waks in the region, one of which is a four kimetre wak that expres the viage and countryside and takes about 1.5 hours to compete: this is the idea way to expre because it incudes the area around the church as we as the viage centre., The 17th century Church of Saint-Fructueux is the main notabe monument in Itxassou. Athough the exterior of the church is rather austere, the interior is very attractive, with three wooden gaeries around the was and ts of scupted wood, which is typica of churches in the basque region. There is aso an imposing atar in the baroque stye that occupies the end wa of the church with ts of giding and statues., Note: in the church you can pay a euro and the ights come on and you hear an expanation of the highights., In the cemetery that surrounds the church you can see ts of ancient funera stones as we as urther views to the his around the viage., There are two gis de France restaurants in the town, which was a nice surprise in such a sma viage. They are both hotes too but make sure you book in advance if you pan to stay here - even in mid-September both were fuy booked when I visited. One is up in the top part of the town and the other is next to the church., The town is we known cay for its cherries and if possibe we suggest you visit in spring when the cherry trees are in bssom (typicay the end of March)., , The area around the viage has severa natura highights and attractive scenery as we as vestiges of prehistoric sites and ancient fortresses and expring is as much a part of your visit as Itxassou itsef. Among the highights:, There are severa other vey basque viages to visit in the region around Itxassou, with Sare and Ainhoa both cassified as beautifu viages and the chii growing town of Espeette is aso very picturesque., Expre esewhere in the Pays Basque. You can find more trave ideas in the Pyrenees-Atantiques guide and the Aquitaine guide., ",43.332,-1.40083
443,France,Jade Coast,(Foding,body><h1>Fo,odyh1Fo
444,France,Jard-sur-Mer,(Foding,body><h1>Fo,odyh1Fo
445,France,Jarnac,(Foding,body><h1>Fo,odyh1Fo
446,France,Jaujac,(Foding,body><h1>Fo,odyh1Fo
447,France,Javerhac-et-a-Chapee-Saint-Robert,"Javerhac et a Chapee Saint Robert is a sma but pretty viage between Varaignes and Nontron. It is in the Dordogne department in the Perigord Vert cse to the border with Charente., The two comunes of Javerhac and a Chapee Saint Robert were combined to create the commune of Javerhac-et-a-Chapee-Saint-Robert., France This Way review: if you are expring the northern part of the Dordogne department be sure to stop for a wander around this pretty viage especiay the part near the river with its caste, church and mi., The river Bandiat runs through the commune and in Javerhac this riverside area is very pretty. The caste dates back to the 16th century and has an attractive round tower with a steep pointed roof., , Next to the caste is the Romanesque Church of Saint Stephen which dates back to the 13th century though rebuit in the 15th. In one of the interior was is an arch shaped tomb with the recining statues of a man and a woman. These date to the 14 and 15th centuries., Aso nearby is a water mi with its water whee and next to it a arge pigeonnier. The water mi was used in the making of wanut oi., Waking away from the river on the other side of the church is the newer part of the viage with its marie and various shops., Aso to ok out for in Javerhac is a manor house buit in 1882, and the estate of Jommeieres buit in 1859 and on the edge of the river is an od roya forge where cannons were made., Forgeneuve was one of the most important forges on the Bandiat river in the 18th century. Archaeogists have recenty discovered the unique process they used to make the cannons here. Forgeneuve is open to visitors on Friday afternoons, mid Juy to mid August., About three kimeters from Javerhac is the church of a Chapee Saint Robert. This is a beautifu Romanesque church buit in the 12th century and was once the chape of a Benedictine priory though this no nger exists., The church has a vey three-storey be tower that is 27 meters ta., , Fernand Desmouin (1853-1914), a painter was born in Javerhac and some of his work is exhibited in the Abbey of Brantome. Brantome itsef is a very beautifu town buit on a deep op of the river Dronne., Another famous resident of the viage was Francoise de a Chassaigne who was daughter to one of the rds of Javerhac and was the wife of Miche de Montaigne, the famous French phisopher. The Chateau de Montaigne where he ived can be visited on the road between Bergerac and ibourne., Javerhac et a Chapee Robert is situated in the heart of the Perigord-imousin Natura Park and ang the vaeys of the river Bandiat and its tributaries is a arge diversity of fauna and fra., Expre esewhere in the Perigord Vert. You can find more trave ideas in the Dordogne guide and the Aquitaine guide., ",45.5706,0.5614
448,France,Joigny,"The town of Joigny is between Auxerre and Sens in the Yonne department of the Burgundy region, in a picturesque setting on the banks of the Yonne River., Joigny is a very peasant town to pass a morning expring, with severa notabe historica monuments. The part of Joigny that incudes the od town and the river bank is now designated a zone of protected devepment to ensure it retains its important heritage and appea., You can park in one of the car parks ang the northern side of the river and start your visit on the od stone bridge in Joigny. The tourist office and the historica centre are at the northern end of this bridge and to the south of the bridge you can expre the busting shopping street caed Avenue Gambetta., , The most notabe individua sights in Joigny are perhaps the ancient houses on the hi above the Yonne River, severa of which incude some interesting medieva carvings incuded in their haf-timbered facades., Among others you can see the Maison de Bois on Pace Saint-Jean by the entrance to the caste, then\xa0fow the Rue Montant au Paais and the Pace du Piri to see the House of the Tree of Jessé and the House of Seven Heads., There are severa churches and chapes to expre in Joigny. The church of Saint-Jean and its interior decoration is the most notabe, with its vauted ceiing, statues and carvings, and decorative tombs. The other important church in the town centre is the gothic stye Church of Saint-Thibaut, buit in the 16th century., There are some very fine townhouses from the 16th-17th centuries in the centre of Joigny, some with interesting decorative and carved facades typica of the renaissance period., The most impressive is the renaissance stye Chateau des Gondi on the Rue Dominique Grenet south of the Church of Saint Jean - this is the house that, with the church, dominates the view of Joigny from the bridge., The medieva ramparts of the town that once protected Joigny are sti standing in paces, and incude one of the origina arched stone doorways through the eary caste was, at the Porte Saint-Jean. There is another imposing gateway to the north of the town caed the Porte du Bois., , Photos by caboat hoidays are copyright., Joigny is a good base to expre both the Yonne River and the two canas that meet in the town - barge and boat trips are avaiabe from caboat in Joigny (and very picturesque)., We fowed a driving route in the countryside around the town suggested by the Joigny tourist office that incudes the roman church at aroche Saint-Cydroine, the impressive frescoes in the church at a Ferté-upiere, the Art Brut coection of a Fabuserie at Dicy and the extensive coection of the Museum of Popuar Arts at aduz., A aspects of the tour are highy recommended and the drive makes a very peasant day out from Joigny., You can find more trave ideas in the Yonne guide and the Burgundy guide., Booking.com: best prices, For great prices on car hire throughout France and Corsica pease visit our recommended partner at RentaCars.com, Auxerre, With its cathedra and churches, and extensive historic centre with haf-timbered houses and an imposing betower Auxerre is a very interesting town to visit, Pontigny, The abbey at Pontigny is one of the best known and substantia Cistercian abbeys in France, Sens, Sens is an important regiona centre dominated by the Cathedra of Saint-Etienne, the first gothic stye cathedra buit in France, Chabis, Best known for the very famous wines of the same name, Chabis is aso a peasant viage to expre with penty of opportunities for wine-tasting, Tonnerre, There are two impressive sites to see in Tonnerre: the medieva hospita compex, and the water source caed the Fosse Dionne, Gueden, At the remarkabe site of Gueden an entire medieva caste is being reconstructed using traditiona techniques, ... or see A recommended paces to visit in Yonne, Joigny has received the fowing tourist cassifications: recommended detour town (pus beau detour); historica protected town centre (secteur sauvegardé); isted town of Art and History , Address: Joigny, Auxerre, Burgundy, 89300, France || GPS coordinates: atitude 47.9831, ngitude 3.3975, Reguar market(s) are hed in Joigny each Wednesday & Saturday. (Markets are hed in the morning uness stated.), The French version of this page is at Joigny (Francais), We can hep you visit any town, viage or region of France..., ① Ideas & inspiration ② Maps of France ③ Expre by region ④ Route panner ⑤ Paces (by dept.), France This Way copyright 2006 - 202",47.9831,3.3975
449,France,Joinvie,"Joinvie is a sma town south of Saint-Dizier in the Haute-Marne department (Champagne-Ardenne), which woud perhaps go unnoticed by tourists if it werent for the presence of a coupe of interesting monuments, one of which is a chateau with a highy renowned French-stye garden., In Joinvie town centre it is easy to park near the church, a good pace to start your visit., , The Church of ther Nativity of Notre-Dame dates in part from the 12th - 13th centuries, athough most of what we see today is more recent. The notabe features of the church incude the spire with its coumns, statues and ccks, and inside there is a vey 17th century renaissance period organ as we as a famboyant mise au tombeau statue., The other principa sight in the centre of the town is the Auditorium of Joinvie. This 16th century buiding sti features the insignia of the town in its facade. The auditorium is now open to the pubic and used to hep bring the medieva period and subsequent centuries in the town to ife through the use of exhibits, historica artefacts, recreations of historic rooms and modes showing how Joinvie oked in 1650., At various paces in the centre of Joinvie - for exampe on rue de Auditoire, rue des Royaux and rue Diderot - there are historic houses to see and others with interesting decorative features. You can aso see scenic views ang the riverside and take a peasant stro in the region caed Poncet near the od stone bridge and on the Quai des Peceaux., It is the Chateau du Grand Jardin that is the principa attraction in Joinvie. You wi find the caste and gardens, isted as a jardin remarquabe in France, towards the north of the town centre., The chateau itsef was buit in the 16th century in renaissance stye as an addition to the main caste that at that time stood on the hi above Joinvie, so that the ca Duke had somewhere suitabe to hod parties. The caste itsef was destroyed after the revoution (some ruins can be seen on the hi) but this charming buiding remains, and is used for art exhibitions and music concerts., The gardens themseves extend over four hectares and in the ast 20 years have been competey restyed to recreate much of their origina spendour. Garden enthusiasts of a types are catered for, with renaissance and french stye gardens and aso Engish stye parkand and an extensive seection of fruit trees to be expred and inspected for best pruning techniques!, The ever present fwers, statues and water features aso combine to make this Joinvie garden one of our favourie gardens in north-east France., if you are in Joinvie you are ikey to be a garden enthusiast so we must recommend another remarkabe garden just a few kimetres away, north-east of the town at Thionnance-es-Joinvie. The gardens here at the Jardins de mon Mouin are a compete contrast to those at the Chateau du Grand Jardin, much more wid in nature and fowing ang a stream. vey!, Expre esewhere in the North East France. You can find more trave ideas in the Champagne-Ardenne guide., Booking.com: best prices, For great prices on car hire throughout France and Corsica pease visit our recommended partner at RentaCars.com, Bar-e-Duc, In the upper town of Bar-e-Duc you can find good exampes of both medieva and renaissance stye houses, Domremy-e-Pucee, The viage of Domrémy-a-Pucee is known because it was the birthpace of Joan of Arc. The house where she was born can be visited., Address: Joinvie, Saint-Dizier, Champagne-Ardenne, 52300, France || GPS coordinates: atitude 48.4431, ngitude 5.1389, The French version of this page is at Joinvie (Francais), We can hep you visit any town, viage or region of France..., ① Ideas & inspiration ② Maps of France ③ Expre by region ④ Route panner ⑤ Paces (by dept.), France This Way copyright 2006 - 202",48.4431,5.1389
450,France,Jonzac,"The town of Jonzac is situated at the southern end of the Charente-Maritime department between Saintes (40km north) and Bordeaux (70km south). With a history dating back at east to the ancient romans, the town has in recent decades reinvented itsef as a popuar spa and eisure centre., Away from the spa there are aso some interesting buidings in Jonzac based around its ivey town centre., Jonzac is best known for being a spa town, and athough the spa waters were first discovered ony 30 years ago, severa thousand visitors a year now visit to receive the therapeutic benefits of the water from the therma springs., More recenty a substantia water-based eisure compex has aso been opened at Jonzac, known as the Anties de Jonzac and featuring a agoon, indoor beach, waterfas etc., The most notabe buiding in the town is the Chateau de Jonzac. The chateau was buit in the 15th century on the site of an earier caste that had been destroyed during the Hundred Years War., Extensive changes were made during the 19th century, part of the origina caste demoished, and the moat fied in, but significant parts of the medieva caste remain incuding the two main round towers and severa other interesting architectura detais., Sti in active use, the chateau now houses the town ha and aso an archaeogy museum (in the cisters)., The Church of Saint-Gervais-Saint-Protais is a 12th century roman stye church with an attractive facade and a nicey proportioned betower, whie another reigious monument in Jonzac is the Convent of the Carmes (16th century, now home to a cutura centre)., Esewhere in Jonzac there are some smaer highights to discover, such as the medieva houses in the Rue James-Scafert, in the historic part of Jonzac and a gateway through a sma remaining part of the towns origina defensive ramparts., The 19th century is best represented by the market ha in Jonzac centre, with a structure based on a meta framework (as popuarised at that time by the Eiffe Tower)., Note: photo is copyright, At Barbezieux, to the east of Jonzac, you can see a medieva caste. Our favourite town cse to here is Cognac, about 30 kimetres to the north-east of here and famous for the brandy produced in the town, You can find more trave ideas in the Charente-Maritime guide and the Poitou-Charentes guide., Booking.com: best prices, For great prices on car hire throughout France and Corsica pease visit our recommended partner at RentaCars.com, Pons, Pons is a quiet sma town overoked by a caste tower that is a peasant pace for a stro, Barbezieux, Here in the sma town of Barbezieux it is the caste that dominates the town, and your visit..., Cognac, Cognac has an extensive od twon and town centre, nice riverside wak and ts of Cognac distieries. Definitey recommended., Jarnac, Visitors to Jarnac can expre the sma od town, wak ang the riverside, and sampe the ca Cognac!, Saint-Simon, In the Charente town of Saint-Simon you wi enjoy a stro ang the river, and perhps then a boat trip ang the river, Pauiac, The sma town of Pauiac is best known for the surrounding wine chateaux such as Chateau afite-Rothschid, Chateau atour and Chateau Mouton Rothschid, ... or see A recommended paces to visit in Charente-Maritime, Jonzac is cassified as a recommended detour town (pus beau detour), Address: Jonzac, Poitou-Charentes, 17500, France || GPS coordinates: atitude 45.446667, ngitude -0.433611, Reguar market(s) are hed in Jonzac each Tuesday & Saturday. (Markets are hed in the morning uness stated.), The French version of this page is at Jonzac (Francais), We can hep you visit any town, viage or region of France..., ① Ideas & inspiration ② Maps of France ③ Expre by region ④ Route panner ⑤ Paces (by dept.), France This Way copyright 2006 - 202",45.446667,-0.433611
451,France,Jossein,"Jossein is in the Morbihan department of centra Brittany, betwen Rennes (to the east) and Vannes (to the south-west). It is a very peasant town to visit in a vey setting on the Oust river and Nantes-Brest cana overoked by a caste. the town is isted as a sma city of character., Start your visit in the historica centre of Jossein, where the main highights are the narrow streets ined with haf-timbered medieva houses, and the important basiica., The Basiica Notre dame du Roncier was originay buit in the 11th century in the roman stye, but most of what we see today is a subsequent reconstruction in the Famboyant gothic stye - as seen in the gargoyes around the side., , Continue to the rear of the church, opposite the Mairie, and you can enter the betower from here and cimb to the top for some vey views over the town, the cana and the caste. Be warned - there are over 100 steps., On the same square as the cathedra, one of the finest medieva buidings in Jossein is the substantia red and white haf-timbered house at the top of the Pace Notre-Dame, whie others can aso be seen in the other historic streets around the centre. The Office of Tourism in Jossein on rue des Trente is in one of the haf-timbered houses., Wak downhi from the basiica and you wi wak past an entrance to the caste and on to the cana. Wak ang the cana a itte way for some spectacuar views of the caste., Jossein chateau dominates the town centre. The caste was originay buit around the 11th century, but underwent substantia transformation during the 17th century to make it more comfortabe as iving accommodation, and again a few decades ater when a significant part of the origina structure was demoished, but it remains a very imposing caste., A itte sombre in appearance on the cana-side, the caste has three arge round towers to break up the appearance, and aso an unattached prison tower (originay the caste had nine towers in a). The side of the caste away from the river is more decorative fowing the renaissance period changes, and there is a t of interesting stonework and carving around the doors and windows., The caste is sti owned and inhabited by the Rohan famiy, who originay buit it., The gardens at Jossein Chateau are another highight of a visit - we maintained and worth visiting, and featuring a French stye garden and an Engish stye garden. Aso in the grounds of the chateau there is a dos museum containing over 3000 dos. The caste is open for guided visits from Apri to October., , Return to the cana for a peasant stro ang the banks bew the chateau, then cross the bridge for a stro around the Sainte-Croix region of Jossein., The Sainte-Croix quarter of Jossein is the odest part of town and Rue Sainte-Crooix used to be the main commercia street of the town. Notice the stone benches that were once used as stas by the shopkeepers. The Sainte-Croix chape was buit in the 11th century and was part of a group of reigious and farm buidings owned by the Priory of Sainte Croix. Ony the nave of the chape and the house at number 5 remain from that time., Head back over the cana and up Rue du Va dOuest. Where this meets Rue Gatinier you can see an unusua wooden house buit in 1602. The whoe house is covered in wood and there are ony a few houses of this stye in the hoe of Brittany., Athough Jossein is perhaps a smaer town than you might expect from the size of the caste, the centre is very pretty and peasant to expre., There are severa picturesque woodands cse by where you can enjoy the peacefu environment of centra Brittany, such as in the Bois dAmour cse to the town, or in the historic Broceiande Forest, one of the ast remaining parts of the extensive forests that once covered most of this region., You can find more trave ideas in the Morbihan guide and the Brittany guide., ",47.956,-2.547
452,France,Joyeuse,"Joyeuse is a arge viage on a hi above the picturesque Baume River in the south-eastern Ardeche department (region Rhone Aps), about 25 kimetres south of Aubenas and to the north-east of es Vans (see Naves). The viage fas within the Natura Regiona Park of the Monts dArdeche., According to egend, the town was founded by Charemagne in 802 after he st his sword whie hunting nearby - his sword, caed Joyeuse, was found and in ceebration Charemagne gave the territory to the knight who had found the sword. The knight deveped his property here and the town ater deveped around the site., Your visit to Joyeuse wi focus around the medieva city, which in turn deveped around the caste at Joyeuse which sti dominates the town., , There is much to enjoy as you expre\xa0the narrow medieva streets, some of them cobbed, and\xa0passing under\xa0vauted buidings, passing many interesting od buidings and cuminating in the Recuse Tower., There are aso quite a few shops and cafes etc around the market square in the centre of the viage., Joyeuse\xa0caste itsef is a 16th century reconstruction of the much earier caste that originay stood in the same cation. By the time the caste was rebuit the need for a defensive caste had passed and the emphasis was more on comfortabe iving than on defensive capabiities. The caste now acts as the town ha for Joyeuse., Other notabe highights to discover here in Joyeuse incude the gothic stye Church of Saint Peter (17th century); the Hote de Montrave (a buiding dating from the 14th century, but with a facade rebuit in the 18th century); and the Coege of the Oratoriens (17th century)., Significant parts of the origina town fortifications can aso be seen around Joyeuse medieva centre, dating from the 14th century., Market day in Joyeuse is a Wednesday., , River bathing in the Ardeche river is a popuar activity with visitors in the region around Joyeuse, especiay those with chidren on a hot summer day!, There are aso many interesting historica viages to expre in the region around Joyeuse. You can see detais of some of these at Ardeche viages of character. The viages of abeaume and Baazuc are among our persona favourites., Expre esewhere in the Massif Centra. You can find more trave ideas in the Ardeche guide and the Rhone-Apes guide., Booking.com: best prices, For great prices on car hire throughout France and Corsica pease visit our recommended partner at RentaCars.com, abeaume, Both the medieva viage and the river beach combine to make abeaume very rewarding to visit, Baazuc, After expring ancient Baazuc you descend further to reach the Ardeche river, Naves, Stro through the pretty viage of Naves and you wi see progressivey more ancient houses disappearing back into the andscape, Banne, The exceptiona views from Banne are the highight, and the streets of the sma viage and caste ruins are aso highights, Van Pont dArc, Because of the proximity to the Gorges de Ardeche and the ivey hoiday atmosphere Van Pont dArc is a good base for expring, Aihon, The beauty of Aihon is the chance to fow the footpaths through the forests between the separate hamets, ... or see A recommended paces to visit in Ardeche, Address: Joyeuse, argentière, Rhone-Apes, 7260, France || GPS coordinates: atitude 44.480278, ngitude 4.238611, Reguar market(s) are hed in Joyeuse each Wednesday. (Markets are hed in the morning uness stated.), The French version of this page is at Joyeuse (Francais), We can hep you visit any town, viage or region of France..., ① Ideas & inspiration ② Maps of France ③ Expre by region ④ Route panner ⑤ Paces (by dept.), France This Way copyright 2006 - 202",44.480278,4.238611
453,France,Juan-es-Pins,"Juan-es-Pins is on the coast of the French Riviera next to Antibes - the two resorts together are often referred to as Antibes-Juan-es-Pins. The resort is on the north-west side of the Cap dAntibes peninsua (home to many rich and famous peope, hidden away in grand vias up the wooded hiside) whie Antibes is to the north-east., Much more recenty deveped than Antibes, its eastern neighbour, Juan-es-Pins became popuar in the eary decades of the 20th century, and during the 1920s payed host to many ceebrities, Ernest Hemingway and Charie Chapin among them., , The popuarity continues to this day, and Juan-es-Pins is a very ivey summer resort, with beach and sea reated activities during the day giving way to the nightife in the casino, cubs and bars - and in the streets - ate into the night., Whie Antibes offers more of historica interest to visitors, Juan-es-Pins is better known for its beaches - the sma Page de Gaice and Page Epi Hoywood beaches are both in the centre of Juan-es-Pins and very popuar (athough arge sections of the beach are aso private), with the nger main beach a itte to the west., There are severa restaurants on the beach itsef in the centre of Juan-es-Pins, which is backed by various apartment bcks and hotes., Historica note: it was at Gofe-Juan near Juan-es-Pins that Napoeon anded when returning from his exie to Eba prior to retaking contro of the government - and his subsequent defeat at Watero., The beach area bew the pinede forest and Paais de Congres pays host to a jazz festiva (Jazz à Juan) hed here during 10 days in the midde of Juy each year - the festiva has been taking pace for more than 50 years., The festiva is the second most important in the word in the jazz caendar and over the years has attracted amost every recognised jazz musician from uis Armstrong and Count Basie and Duke Eington to John Cotrane and Sonny Roins. You can see some of their handprints preserved forever near the stage area., Most importanty for visitors, even now they continue to attract great jazz musicians (such as Marcus Mier, Keith Jarrett and BB King the year we visited Juan es Pins). A great time to visit! (For the officia website see Jazz at Juan.), , Juan-es-Pins is on the riviera between Nice and Cannes: these two important towns are both recommended and there are aso numerous other hi viages and smaer resorts in the region. , See more seaside resorts in France. You can find more trave ideas in the Apes-Maritimes guide and the Provence guide., ",43.5711,7.10944
454,France,Jubains,"Jubains is a sma viage situated towards the north of the Mayenne department in the Pays-de-a-ire region of France, and not far from the town of Mayenne. It is best known as the site of an important ancient\xa0settement, of which important parts can sti be seen., The site was first estabished by a gaic tribe caed the Diabintes, then ater re-occupied by the ancient romans after they had conquered the region, at which time it was caed Noeodunum (or Noviodunum)., There is unfortunatey nothing to see of the origina gaic viage because that woud have been constructed in wood. The extensive ruins we see today a date from the roman period, when it became an important regiona centre., At Jubains you can ceary distinguish the remains of severa important buidings incuding:, If you ony have time to visit one of the roman monuments in Jubains it shoud be the fortress - you might have seen more compete tempes and amphitheatres esewhere in France, but the fortress at Jubains is the most compete that I remember seeing. The substantia buiding was more than 10000 square metres, and had arge towers at each corner and esewhere in the was., You access the ruins of the fortress through the Archaeogica Museum at Jubains, which presents artefacts both discovered at the site and in the region to expain the history of Mayenne. Take the time to ok around the museum, which contains some very interesting artefacts incuding busts, carvings, ornaments and mosaics., Note: photo of Jubains is copyright, Athough it is true to say that Jubains is not in one of the most visited regions of France, we do suggest that visitors aso find the time to expre the town centre of\xa0Mayenne and aso to take a stro around the viage of Sainte-Suzanne to the south-east of here., You can find more trave ideas in the Mayenne guide and the Pays de a ire guide., Booking.com: best prices, For great prices on car hire throughout France and Corsica pease visit our recommended partner at RentaCars.com, Mayenne (town), Quite a sma town, the highight of a visit to Mayenne is the nearby wak ang the banks of the river, Evron, The highight here at Evron is the Abbey of Notre Dame, in particuar the very ancient abbey church, assay-es-Chateaux, Sma town with two 15th century castes and a popuar pubic garden, Sainte-Suzanne, The medieva viage and the caste in the pretty viage of Sainte-Suzanne sti retain much of the origina town fortified was, Sié-e-Guiaume, Sié e Guiaume has a chateau dating to the 11th century and a 13th century coegiate church, ava, The caste, the river and the historic centre make the substantia town of ava very interesting to visit, ... or see A recommended paces to visit in Mayenne, Jubains is cassified as a isted town of Art and History , Address: Jubains, Bais, Mayenne, Pays de a ire, 53160, France || GPS coordinates: atitude 48.257222, ngitude -0.493889, The French version of this page is at Jubains (Francais), We can hep you visit any town, viage or region of France..., ① Ideas & inspiration ② Maps of France ③ Expre by region ④ Route panner ⑤ Paces (by dept.), France This Way copyright 2006 - 202",48.257222,-0.493889
455,France,Junhac,"Junhac is a sma viage situated in the south-west of the Canta department, in the south of France., France This Way review: athough sma, Junhac is a pretty viage surrounded by the chestnut forests and fieds of the region and some vey houses and we recommend you pause here when expring the south Canta, , One of the most striking aspects of our stro through Junhac was the number of we maintained gardens we saw. You wi aso see some charming houses, a coupe of them appear very grand!, Towards the west end of the viage, the area around the church and war memoria shoud be part of your route through Junhac: it is nicey maintained and you pass through an arch in a stone wa to see an od houses in stone and combage., For the best view of the viage fow the road a short distance out of Junhac, ang the road that eads up the hi. You are vey quicky in pretty countryside with a vey view across the viage bew you., Commerces are imited in Junhac, but you wi find a cafe and a sma shop (more commerces are avaiabe at Montsavy, a few kimetres from here). There is an od stone fountain and iron cross in front of the cafe., , Junhac is part of a circuit that starts from Entraygues and visits (in an anti-cckwise direction) Montsavy, Junhac, Sénezergues, Cassaniouze, Vieievie and e Fe., Athough most of these destinations are sma and each does not take ng to visit, together they combine to make a peasant day out., You can find more trave ideas in the Canta guide and the Auvergne guide., ",44.7139,2.4539
456,France,Kaysersberg,"Kaysersberg is a sma town between Riquewihr and Comar in the Haut-Rhin department of the Asace region. It is generay considered to be one of the most impressive of the Asace towns, particuary in the towns medieva centre., The town is in a very picturesque setting, in a vaey surrounded by vineyards and with forested his rising above the town., As soon as you enter Kaysersberg you fnd the nice main square which is surrounded by ts of painted haf-timber buidings, and a very peasant main street., As you wak down the main street and reach the river this is where the town becomes reay vey. Ang the edges of the river there are numerous brighty painted haf-timber houses, and the Weiss river is crossed by a vey 16th century fortified stone bridge further adding to the charming picture - deightfu!, Another notabe andmark within the town is the 13th-15th century Church Sainte-Croix. The front facade is among the odest parts of the church, and in roman stye - enter the church through the ornatey carved doorway to see the impressive 16th century atarpiece by Jean Bongart., You wi see various other historica monuments as you expre Kaysersberg, many dating from the 15th century such as the towers, bridge and ramparts, and the 16th century town ha, each adding to the charm of the town., From many parts of the town you can see the ruins of the Chateau de Kaysersberg poised on the hi above the town. An important route passes through the vaey here (the Co du Bonhomme) that has been defended since roman times, with the caste being buit in the 13th century. In the fowing centuries this was a prosperous town, apart from the years around the time of the Thirty Years War., Many of the most imposing townhouses date from this period of prosperity with the 16th and 17th centuries particuary productive: for exampe the Maison Herzer, the Maison Faer Brief and the Maison Bohn were a buit during the 10 years from 1591 to 1601 and are three of the grandest houses in Kaysersburg., See aso Maison ewert, which appears to be of a very simiar stye to these grand houses but was actuay buit much ater, around 1739. You wi quicky appreciate how difficut it is to accuratey date houses when simiar methods of construction were used for severa centuries!, When you have finished expring the historica centre of Kaysersberg be sure to stop in a cafe, perhaps to sampe Tokay, the ca wine., Kaysersberg was aso the birthpace of Abert Schweitzer, a winner of the Nobe Peace prize, whose ife - and in particuar his work estabishing a hospita and eper cony for the poor in Africa - is commemorated in a museum., If you are visiting Asace just before Christmas try and visit one of the Christmas markets hed in Kaysersberg which are among the most popuar in the region., Kaysersberg is a town on the Asace Wine Route, which is a popuar way to expre the region that passes through many picturesque viages and many vineyard covered his., Of particuar note cse to Kaysersberg, the viages of Riquewihr and Hunawihr to the north-east of the town, and Eguisheim to the south-east are a cassified among the most beautifu viages of France., You can find more trave ideas in the Haut-Rhin guide and the Asace guide., ",48.1394,7.26139
